"name","description","address","zipcode","city","longitude","latitude"
"ASSOCIATION SPORTIVE SCOLAIRE PICARD","Former a la responsabilite et au civisme","Ecole publique 1 place picard","69700","GIVORS","4.770149","45.591235"
"EMPIRE BURLESQUE","Promouvoir les activites artistiques du groupe paul les oiseaux","18 rue jean jaures","69100","VILLEURBANNE","4.879411","45.756608"
"VOYAVENTURE","Faire participer des personnes dont les revenus sont modestes a","13 a rue jean et josephine peyri","69120","VAULX-EN-VELIN","4.927282","45.78399"
"ASSOCIATION COTE COURS","Promotion et diffusion de la danse sous toutes ses formes","25 rue jules kumer","69100","VILLEURBANNE","4.890637","45.765794"
"PUB HARLEY LA CANTINA","Creer un lieu de rencontre entre personnes motivees par les","7 rue marcel paul","69700","GIVORS","4.771661","45.582912"
"LIGUE RHONE ALPES DE LA FEDERATION DE KUNG FU WU SHU","Etude et pratique du kung fu wu shu","12 avenue des nations","69140","RILLIEUX-LA-PAPE","4.907301","45.821353"
"BASIC RACING TEAM BRT","Favoriser le developpement du modelisme de loisir et de","22 rue de la mairie","69660","COLLONGES-AU-MONT-D'OR","4.840159","45.819451"
"ASSOCIATION DES MEDECINS DE GARDE DE TASSIN FRANCHEVILLE CHAMPVERT","Assurer entre les medecins organisation et exercice du tour des","41 chemin de la raude","69160","TASSIN-LA-DEMI-LUNE","4.773391","45.753617"
"BUGGY CLUB CALUIRE BCC","Promotion et developpement de la pratique du modelisme","6 rue bissardon","69300","CALUIRE-ET-CUIRE","4.839802","45.78144"
"TRAVAUX PUBLICS DE L'ETAT TURBO TPE TURBO","Recherche et gestion de fonds en vue de la participation au","2 rue maurice audin","69120","VAULX-EN-VELIN","4.919469","45.777864"
"CORBAS ACCUEIL PROGRES","Creer un etat d'esprit corbasien","Mairie de corbas place jocteur","69960","CORBAS","4.898926","45.670887"
"ASSOCIATION DES ANCIENS ELEVES ET PROFESSEURS DES CHARPENNES","Bureau de placement activites de loisirs","37 rue gervais bussiere","69100","VILLEURBANNE","4.869906","45.773744"
"ASSOCIATION DANSE ECHALAS","Pratique de la danse et particulierement du rock","Le bourg","69700","ECHALAS","4.716473","45.551672"
"AMICALE DES CLASSES EN 3 DE SAINT GERMAIN AU MONT D'OR","Regrouper les personnes nees dans les annees en 3","Chez mme marie danielle pillard 45 chemin","69650","SAINT-GERMAIN-AU-MONT-D'OR","4.800094","45.888332"
"COMPAGNIE THEATRALE LE MATIN ACROBATE","Proposer une structure souple permettant la production de","2 rue des louepes","69680","CHASSIEU","4.972138","45.749946"
"FOOTBALL CLUB DAVIGEL","Pratique de l'education physique et des sports entre autre le","Davigel sa rue de montmartin zi de montmartin","69960","CORBAS","4.922034","45.675885"
"ENSEMBLE POUR LES DROITS DE L'HOMME","Promotion des droits de l'homme","31 cours emile zola","69100","VILLEURBANNE","4.865372","45.770818"
"BATIQUE","Developpement et commercialisation pour petites et moyennes","216 chemin de margueret","69250","NEUVILLE-SUR-SAONE","4.846971","45.871025"
"GOLF ET LOISIRS 1989","Entrainement competition et rencontre entre les membres de","20 rue claude de bussy","69680","CHASSIEU","4.959454","45.745928"
"VERDICT","Mise en relation des etudiants et des entreprises","66 rue du 4 aout","69100","VILLEURBANNE","4.880625","45.764723"
"UNE ECOLE POUR L'AFRIQUE","Realiser la construction l'agencement et l'attribution de","42 chemin de crepieux lp andre cuzin","69300","CALUIRE-ET-CUIRE","4.856604","45.800999"
"RHONE ALPES PROMOTION MUSIC","Aider les jeunes a se promouvoir dans les milieux artistiques","Route de chassagny","69700","SAINT-ANDEOL-LE-CHATEAU","4.716066","45.599335"
"ASSOCIATION D'ENTRAIDE AUX PERSONNES AGEES AEPA","Aide assistance aux personnes agees handicapees invalides ou affaiblies par une situation de pauvrete ou malnutrition ou atteintes de maladies consecutives ou non a la malnutrition et sociales de leur habitat ou environnement ou par manque d'hygiene","425 cours emile zola","69100","VILLEURBANNE","4.910479","45.764162"
"LUNG TA","Favoriser une approche diversifiee ethnographique ethnologique","32 montee du parc","69250","NEUVILLE-SUR-SAONE","4.853095","45.889705"
"ASSOCATION DES LOCATAIRES DE LA RESIDENCE DES MARGUERITES","Defense des interets des residents et de leur famille","56 b chemin de la batterie","69500","BRON","4.913546","45.745754"
"LA CHASSE DE LA ROCHETTE","Societe de chasse","Ferme pestre la rochette","69210","CHEVINAY","4.600836","45.776173"
"CENTRE DE RECHERCHE EN CHIRURGIE VASCULAIRE ET EN ANGIOLOGIE","Aider et promouvoir par tout moyen recherche en chirurgie","Crecva m chatelard 2 rue nicolas berthet","69110","SAINTE-FOY-LES-LYON","4.808032","45.746784"
"IMPACTS","Aider le consommateur societe pme pmi dans leurs demarches","1 square koenig","69140","RILLIEUX-LA-PAPE","4.904686","45.815168"
"LES VOILES DE LA DOUA","Permettre aux etudiants de la faculte des sciences de lyon de","43 boulevard du 11 novembre 1918","69100","VILLEURBANNE","4.872319","45.779216"
"ARMONIS","Regrouper les entreprises ayant une activite de negoce","6 rue de geneve","69800","SAINT-PRIEST","4.989496","45.708988"
"LYON LIMA PARRAINAGE D'ENFANTS 2L PE","Aider des enfants recueillis par l'orphelinat perez aranibar","18 rue chatelain","69110","SAINTE-FOY-LES-LYON","4.797697","45.736665"
"GROUPE EMPLOI FORMATION GREFOR","Lutter contre le chomage conseil et orientation","8 rue des ecoles","69230","SAINT-GENIS-LAVAL","4.795076","45.696745"
"RHONE ALPES PARTENAIRES","Aider la promotion de jeunes dans la competition sportive","81 boulevard stalingrad","69100","VILLEURBANNE","4.859625","45.778135"
"ASSOCIATION POUR L'INITIATION AUX LANGUES ETRANGERES A ECULLY AILEE","Promouvoir enseignement des langues etrangeres dans les ecoles","Mairie d'ecully place de la liberation","69130","ECULLY","4.778249","45.775762"
"ASSOCIATION DES PARENTS INDEPENDANTS DU GROUPE SCOLAIRE LA TOUR","Participation a la vie scolaire","Residence le vercors batiment g","69320","FEYZIN","4.848936","45.667234"
"ASSOCIATION DE GESTION DU PATRIMOINE CULTUREL AGPC","Developpement de la gestion sous les multiples aspects","75 rue henri barbusse","69310","PIERRE-BENITE","4.821474","45.698883"
"ASSOCIATION DEFENSE DES COPROPRIETAIRES DES CHARRIERES A DARDILLY","Defense pour l'environnement du hameau des charrieres a dardilly","90 chemin des tuileries","69570","DARDILLY","4.761823","45.823814"
"CENTRE LYONNAIS D'APPLICATION DES METHODES ENERGETIQUES","Permettre et favoriser le dialogue entre professionnels de sante","9 rue de la commune de paris","69200","VENISSIEUX","4.867211","45.702705"
"COLLEGE INTERDISCIPLINAIRE DU BATIMENT ET DU GENIE CIVIL CIBGC","Atelier interdisciplinaire pour la mise en commun des moyens pour etude de la pathologie de la construction interdocumentation et formation permanente","11 chemin du baudy","69260","CHARBONNIERES-LES-BAINS","4.747876","45.788212"
"FRATERNITE JEUNESSE DU MONDE FJM","Organiser rencontre avec la nouvelle generation","26 rue jean voillot","69500","BRON","4.901214","45.733208"
"ARTS ET SCIENCES A BRON","Presenter les relations entre arts et sciences a tout public","134 avenue salvador allende","69500","BRON","4.929598","45.741417"
"ASSOCIATION FRANCAISE DES GREFFES","Informer les interesses des progres effectues dans les domaines","31 montee des forts","69300","CALUIRE-ET-CUIRE","4.833707","45.794127"
"MOBIL IT","Informer ses membres sur les conditions de la mobilite","1498 route de sain bel","69280","MARCY-L'ETOILE","4.722214","45.781461"
"ASSOCIATION SPORTIVE DU COLLEGE DE CHAPONOST","Organiser et favoriser la pratique du sport au sein du college","College de chaponost parc du boulard","69630","CHAPONOST","4.745956","45.705674"
"REEL TENNIS CLUB","Regrouper les joueurs de tennis de la societe et participer au","Chemin de la chaux","69560","SAINT-CYR-SUR-LE-RHONE","4.858498","45.517902"
"ASSOCIATION COORDONNATRICE POUR LA FORMATION ACFORM","Mettre en relation les formateurs avec les organismes de formation","Rue des anciens combattants","69700","MONTAGNY","4.749185","45.623114"
"ECOLE REGIONALE DE FORMATION ET D'ACCOMPAGNEMENT AUX METIERS (ERFAM)","Promouvoir formation et perfectionnement avec des responsables","6 place des hautinieres","69260","CHARBONNIERES-LES-BAINS","4.733057","45.778692"
"POISSONS ET PASSIONS","Reunir amateurs de poissons exotiques","34 chemin des quatre vents","69530","BRIGNAIS","4.760839","45.688197"
"UNION DES ETUDIANTS DE DJIBOUTI UED","Defendre les interets de l'etudiant","3 square laurent bonnevay","69500","BRON","4.900188","45.730955"
"SOLARIS","Promotion creation organisation et assistance de manifestations","34 cours de la republique","69100","VILLEURBANNE","4.873755","45.768055"
"GILGAMESH","Promotion culturelle des personnes par la connaissance et la","Chez mme foresti 17 rue b thimonnier","69160","TASSIN-LA-DEMI-LUNE","4.758866","45.766875"
"SYNERGIE","Regrouper eleves de differents etablissements d'enseignement","20 avenue albert einstein","69100","VILLEURBANNE","4.878107","45.78264"
"ASSOCIATION SPORTIVE SCOLAIRE JACQUES PREVERT","Pratique activites physiques","Ecole jacques prevert rue chantalouette","69330","MEYZIEU","4.995056","45.758941"
"TOUR DE GARDE DES MONTS D'OR","Organisation de permanences de soins medicaux","21 bis rue de treves paques","69660","COLLONGES-AU-MONT-D'OR","4.840704","45.816691"
"LA COLOMBE ET L'OLIVIER","Accueil et ecoute de personnes en difficulte","Ii allee des cardons","69120","VAULX-EN-VELIN","4.925998","45.78905"
"ASSOCIATION INSTITUT DE DIFFUSION DE LA RECHERCHE ACTIVE ET COMMERCIALEECOLE DES HAUTES ETUDES COMMERCIALES 1990","Servir de support a organisation de la course de l'edhec","20 rue du general dayan","69100","VILLEURBANNE","4.860888","45.7732"
"ASSOCIATION CIVRIEUX DES CLASSES EN 8 ACC8","Reunir les habitants de la commune des classes en 8","Mairie de civrieux d'azergues","69380","CIVRIEUX-D'AZERGUES","4.712246","45.859293"
"ARNAULD KETTELER GROUPE AK","Creation reseau experts comptables","Le majolan 23 bis rue louis saulnier","69330","MEYZIEU","5.00428","45.765487"
"COMITE LOCAL FRANCE URSS","Favoriser la connaissance mutuelle des deux pays et cooperation","Maison des societes","69500","BRON","4.915795","45.736042"
"ASSOCIATION PROJET LOISIRS","Organisation encadrement des loisirs voyages visites et toutes","50 route nationale","69700","LOIRE-SUR-RHONE","4.77946","45.547134"
"ASSOCIATION POUR LA RECHERCHE DE POTENTIALITE PROFESSIONNELLE PAR L'ASTROLOGIE","Etude et developpement de la recherche de potentialite","77 rue du 1er mars","69100","VILLEURBANNE","4.890286","45.76296"
"CERES COMMUNICATION","Accompagner les personnes et les groupes dans leur processus de","3 allee des griottes","69340","FRANCHEVILLE","4.776462","45.738974"
"PHASING MELODIE","Promotion et diffusion musicale","71 route neuve","69540","IRIGNY","4.822893","45.685508"
"LES MARTIN SIXTEES","Promotion musique et chanson francaise","295 chemin des fontaines","69270","FONTAINES-SAINT-MARTIN","4.862927","45.844636"
"LE SEPTET D'OR","Concerts de musique classique","12 le crest","69290","GREZIEU-LA-VARENNE","4.698291","45.747221"
"AMICALE CLASSE 60 DE GIVORS","Resserrer liens d'amitie entre les conscrits","Cafe caillet 11 rue fleury neuvesel","69700","GIVORS","4.762505","45.584792"
"ACTIVITE PASSION AERONAUTIQUE APA","Recherche scientifique pratique promotion et developpement des","Maison des societes boite n°77","69500","BRON","4.915795","45.736042"
"ASSOCIATION CULTURELLE TAMOULE MONDIALE","Reunir les tamoules faire connaitre la langue la litterature","15 allee des taffignon","69580","SATHONAY-CAMP","4.878075","45.823613"
"ASSOCIATION DE PREFIGURATION DE LA MAISON DE LA POESIE DE VENISSIEUX","Promouvoir les formes orales et ecrites de la poesie contemporaine","89 b rue salvador allende","69200","VENISSIEUX","4.900736","45.69744"
"ASSOCIATION INTER COMMUNALE DES PROPRIETAIRES FONCIERS","Etutes et propositions concernant amenagement foncier de feyzin","3, rue de Bretagne","69320","FEYZIN","4.860339","45.665575"
"HANTEI","Organisation de manifestations sportives et culturelles","169 cours emile zola","69100","VILLEURBANNE","4.879416","45.769632"
"GROUPEMENT POUR LA JEUNESSE ET L'ENTRAIDE","Permettre aux jeunes francais musulmans de se retrouver afin de","6 rue du bottet","69140","RILLIEUX-LA-PAPE","4.903522","45.81981"
"ADMINISTRATION GESTION INFORMATION SUIVI AGIS","Promotion de la gestion et de l'organisation administrative dans","69 rue louis becker","69100","VILLEURBANNE","4.871044","45.765293"
"CANDIACUS","Favoriser le rayonnement culturel de la vie de la commune","Chemin de malaval","69780","SAINT-PIERRE-DE-CHANDIEU","5.010969","45.632036"
"BOUTIQUE DE DROIT DE VENISSIEUX","Aider a resoudre problemes et litiges de la vie quotidienne","3 rue l armstrong bp 308","69200","VENISSIEUX","4.875683","45.701843"
"CERCLE DES BROTTEAUX","Pratique du jeu echecs pour les deficients visuels","6 rue guy de maupassant","69800","SAINT-PRIEST","4.953733","45.69232"
"UNION DE CITOYENS TASSILUNOIS","Etude de la democratie locale","Mairie","69160","TASSIN-LA-DEMI-LUNE","4.76964","45.761674"
"ASSOCIATION CULTURELLE DES JEUNES DE LA DARNAISE","Loisirs","Chez m gasmi 44 boulevard lenine t225","69200","VENISSIEUX","4.862835","45.694741"
"CLUB DE BOXE DE BRON TERRAILLON","Pratique de la boxe anglaise et de la boxe francaise","La petite friterie 9 avenue salvador allende","69500","BRON","4.931851","45.743438"
"SOLAIZE AUTREMENT","Reflexion sur activite communale et gestion de la municipalite","126 rue des eparviers","69360","SOLAIZE","4.83618","45.639235"
"ASSOCIATION RELATIONS AMICALES JEUNES ARAJ","Mettre en place toute action visant a epanouissement des jeunes","Mairie place peragut","69160","TASSIN-LA-DEMI-LUNE","4.777507","45.761352"
"ASSOCIATION POUR LE DEPISTAGE DU NEUROBLASTOME","Depistage du neuroblastome","Hopital le vinatier 95 boulevard pinel","69500","BRON","4.894137","45.742052"
"GROUPE D'ETUDE ET DE RECHERCHE SUR LA CHROMATINE","O","13 rue de la republique","69660","COLLONGES-AU-MONT-D'OR","4.838735","45.81626"
"ASSOCIATION DES ETUDIANTS DE SANDAR","Activites culturelles et pedagogiques au sein de l'institut","Institut agricole de sandar","69760","LIMONEST","4.767329","45.832412"
"TEAM G COMMUNICATION TGC","Toutes activites et operations de communication","73 chemin des esses","69370","SAINT-DIDIER-AU-MONT-D'OR","4.806211","45.794315"
"COMITE DE DEFENSE DES LOCATAIRES DU CLAIRON SAINT PRIEST","Defendre interets des locataires et contribuer a amelioration du","2 rue alfred de musset","69800","SAINT-PRIEST","4.955913","45.694005"
"ZONE BLEUE","Sensibilisation de la jeunesse a la vie associative","Chez m meunier 41 allee des glaieuls","69150","DECINES-CHARPIEU","4.944754","45.755871"
"INTER CLASSE SAINT FONS","Faciliter et entretenir les relations entre les classes et","Hotel de Ville Rue Charle Plasse","69190","SAINT-FONS","4.853336","45.709111"
"ENSEMBLE DE CUIVRES HENRI PURCELL","Animation et gestion ensemble de cuivres","Mairie","69290","SAINT-GENIS-LES-OLLIERES","4.726279","45.756109"
"DEFENSE DE L'ENVIRONNEMENT DE POLLIONNAY","Defendre les habitants et residents","Le rizoud","69290","POLLIONNAY","4.653308","45.767247"
"TWIRLING CLUB LES AMETHYSTES","Pratique de l'education physique et des sports","M jarossin 4 place boileau","69140","RILLIEUX-LA-PAPE","4.888986","45.812159"
"ASSOCIATION POUR LA PROMOTION DE L'ORCHESTRE D'HARMONIE","Promouvoir les orchestres d'harmonie en france et a l'etranger","Mairie de chassieu","69680","CHASSIEU","4.971745","45.743548"
"DO KAMO","Promouvoir la culture kanak","Cco 39 rue g courteline","69100","VILLEURBANNE","4.87876","45.779058"
"MOUVEMENT ASSOCIATIF APOLITIQUE NOVATEUR UNIFIE","Aider et animer le quartier charpennes tonkin - oeuvrer pour les familles necissiteuses du quartier","Groupe scolaire 39 rue lakanal","69100","VILLEURBANNE","4.866343","45.775192"
"LA CLEE CULTURE LIBERTE ESPACE EVASION","Organisation de conferences sur le theme de l'histoire de l'art","50 rue pierre brunier","69300","CALUIRE-ET-CUIRE","4.830605","45.788774"
"ASSOCIATION MAURICE RAVEL","Defense et bien etre des locataires de la residence ravel","24 avenue de la croix muriat","69290","SAINT-GENIS-LES-OLLIERES","4.725884","45.758042"
"ENTENTE POUR LA DEFENSE DE L'ENVIRONNEMENT ET DE LA NATUREDE SAINT MAURICE SUR DARGOIRE (EDEN)","Defense et protection de l'environnement sur la commune de","Mairie","69440","SAINT-MAURICE-SUR-DARGOIRE","4.631091","45.581618"
"COMITE MUSIQUES ET DANSES A GENAS","Promouvoir toutes les formes expressions culturelles","Mairie de genas","69740","GENAS","4.979364","45.718694"
"ERASME","Favoriser echanges etudiants enseignants dans differents pays","Iut b 17 rue de france","69100","VILLEURBANNE","4.886996","45.767227"
"COMITE DES FETES DE SAINT GENIS LES OLLIERES","Organisation de fetes et animations communales","Mairie","69290","SAINT-GENIS-LES-OLLIERES","4.726279","45.756109"
"SPORTING CLUB DE SAINT PRIEST","Sports et loisirs","1 place paul cezanne","69800","SAINT-PRIEST","4.955003","45.690356"
"HAM'S LIAISONS","Mettre en relation les personnes entre elles","47 rue parmentier","69190","SAINT-FONS","4.862557","45.70615"
"ASSOCIATION POUR L'ENSEIGNEMENT PUBLIC DE MILLERY OU ECOLE VIVANTE","Créer et organiser activités scolaires et périscolaires","Mairie de MILLERY","69390","MILLERY","4.763201","45.62988"
"ESPOIR","Aider les defavorises et principalement ceux de la ville de","Pizzeria le christo centre commercial","69140","RILLIEUX-LA-PAPE","4.899145","45.814676"
"VIVRE SAINT GENIS LAVAL","Etude de tous les domaines activites culturelles et economiques","Chez m jean paul bernard 31 allee du bois des","69230","SAINT-GENIS-LAVAL","4.780322","45.679982"
"LA CHORALE ZAIROISE DE LYON","Animer les celebrations et ceremonies religieuses","1 allee des marronniers","69120","VAULX-EN-VELIN","4.927331","45.786516"
"L'ATELIER REVE CREATION","Mettre a disposition de ses membres espace couture avec","49 chemin du colombier","69126","BRINDAS","4.704587","45.730729"
"MOD'6","Mettre en place manifestations publiques pour promotion de","22 chemin des greffieres","69450","SAINT-CYR-AU-MONT-D'OR","4.816094","45.807775"
"UNION DES PRODUCTEURS DE LA RACE GRIVETTE","Etudier la race","6 avenue pierre semard","69210","L'ARBRESLE","4.618671","45.83423"
"ASSOCIATION DE PREFIGURATION POUR LA CREATION D'UNE MAISON DE L'INFORMATIQUE","O","43 boulevard du 11 novembre","69100","VILLEURBANNE","4.872319","45.779216"
"MEKTOUB LE DESTIN","De s'exprimer par le theatre la danse etc","Cco","69100","VILLEURBANNE","4.890035","45.768975"
"AMICALE DES CLASSES EN O DE BRIGNAIS","O","2 allee des pensees","69530","BRIGNAIS","4.760748","45.680731"
"NEW STYLE CLUB","O","Rue de sourzy","69700","MONTAGNY","4.748051","45.620142"
"LES MARMOTS DE LA BREVENNE","O","7 rue du moulin blanc","69610","SAINTE-FOY-L'ARGENTIERE","4.47372","45.70828"
"SPORTING BOULES DU CARREAU","O","61 avenue du carreau","69330","MEYZIEU","4.989503","45.775473"
"CHASSIEU ROCK DANSE","Promotion danse","Mairie","69680","CHASSIEU","4.971745","45.743548"
"TEAM LENTILLY AUTO SPORT","O","Lotissement la ferme n°4","69210","LENTILLY","4.677892","45.821296"
"LA MAGNANERIE MAISON D'ACCUEIL SPECIALISEE POUR PERSONNESAGEES","O","53 avenue docteur serullaz","69670","VAUGNERAY","4.658694","45.737348"
"OUVERTURE FEU VERT","O","La clef des champs","69500","BRON","4.910468","45.746634"
"LES QUATRE COINS DU MONDE","Favoriser la decouverte et la visite de pays etrangers par le","35 ter rue du commandant charcot","69110","SAINTE-FOY-LES-LYON","4.801391","45.751191"
"ASSOCIATION DE RECHERCHE EN CHIRURGIE PLASTIQUE ET CANCEROLOGIQUE ARCPEC","Promouvoir et favoriser la formation et la recherche medicales","8 allee moulin jacquard","69540","IRIGNY","4.825131","45.689176"
"LYON SPORT ORGANISATION","Developpement du sport sous toutes ses formes particulierement le","21 rue des framboisiers","69630","CHAPONOST","4.76105","45.718562"
"ASSOCIATION POUR UN CENTRE INTERNATIONAL DE RENCONTRES SCIENTIFIQUES CIRS","Prefigurer installation en region rhone alpes du centre","6 rue des aubepins","69500","BRON","4.913798","45.735673"
"CLUB DE SKATE DE POLEYMIEUX","Pratique du skate surf et organisation de rencontres inter clubs","Mairie","69250","POLEYMIEUX-AU-MONT-D'OR","4.800136","45.856386"
"COMITE DU RHONE DE TRAMPOLINE TUMBLING ET SPORTS ACROBATIQUES","Gestion administrative et financiere des clubs du rhone","22 avenue de perouges","69580","SATHONAY-CAMP","4.874637","45.822133"
